id,Churn,genero,tiene_mas_60,posee_pareja,posee_dependientes,tiempo_contrato,servicio_telefono,multiples_lineas,tipo_internet,seguridad_online,backup_online,proteccion_dispositivo,soporte_tecnico,streaming_tv,streaming_peliculas,tipo_contrato,factura_digital,metodo_pago,valor_mensual,total_cobrado,cuentas_diarias
0235-KGSLC,Si,Femenino,No,No,No,1,Si,No,Fibra óptica,No,No,Si,No,Si,No,Mensual,Si,Tarjeta de crédito (automático),85.55,85.55,2.8516666666666666
0236-HFWSV,Si,Masculino,No,No,No,15,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,93.35,1444.65,3.1116666666666664
0237-YFUTL,No,Femenino,No,Si,No,50,Si,Si,Fibra óptica,Si,Si,No,Si,Si,Si,Mensual,Si,Transferencia bancaria (automática),109.65,5405.8,3.6550000000000002
0238-WHBIQ,No,Masculino,No,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Bienal,No,Tarjeta de crédito (automático),89.7,6339.3,2.99
0239-OXEXL,No,Femenino,No,No,No,46,Si,Si,Fibra óptica,Si,Si,No,No,No,No,Mensual,No,Cheque enviado por correo,84.25,3847.6,2.808333333333333
0244-LGNFY,No,Femenino,No,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Bienal,No,Transferencia bancaria (automática),92.65,6733.0,3.0883333333333334
0247-SLUJI,No,Masculino,No,Si,Si,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.7,19.7,0.6566666666666666
0248-IPDFW,No,Femenino,No,No,No,1,Si,Si,DSL,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,50.1,50.1,1.6700000000000002
0248-PGHBZ,No,Femenino,Si,No,No,67,Si,No,Fibra óptica,Si,Si,No,Si,Si,No,Bienal,Si,Transferencia bancaria (automática),92.45,6140.85,3.0816666666666666
0253-ZTEOB,No,Femenino,No,Si,Si,48,Si,Si,DSL,No,Si,No,Si,Si,Si,Bienal,No,Cheque electrónico,79.65,3870.3,2.6550000000000002
0254-FNMCI,No,Femenino,No,No,No,72,Si,No,Fibra óptica,Si,Si,Si,Si,Si,Si,Bienal,Si,Cheque electrónico,109.9,7624.2,3.6633333333333336
0254-KCJGT,No,Masculino,No,Si,No,52,Si,Si,DSL,Si,Si,Si,Si,No,Si,Anual,Si,Tarjeta de crédito (automático),81.4,4354.45,2.7133333333333334
0254-WWRKD,No,Femenino,No,Si,Si,67,Si,No,DSL,No,Si,No,No,No,No,Anual,No,Tarjeta de crédito (automático),50.55,3431.75,1.6849999999999998
0256-LTHVJ,Si,Femenino,No,Si,Si,28,Si,No,Fibra óptica,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,81.05,2227.1,2.7016666666666667
0257-KXZGU,No,Femenino,No,Si,Si,32,Si,Si,DSL,No,Si,Si,No,No,No,Mensual,No,Transferencia bancaria (automática),62.45,2045.55,2.0816666666666666
0257-ZESQC,Si,Femenino,Si,Si,No,27,Si,No,Fibra óptica,Si,No,No,No,No,No,Mensual,Si,Transferencia bancaria (automática),75.2,1929.35,2.506666666666667
0258-NOKBL,No,Masculino,No,No,No,3,Si,No,Fibra óptica,No,Si,Si,No,No,Si,Mensual,No,Cheque electrónico,90.4,268.45,3.0133333333333336
0259-GBZSH,Si,Masculino,No,No,No,2,Si,Si,Fibra óptica,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,85.65,181.5,2.855
0260-ZDLGK,Si,Femenino,No,No,Si,9,Si,No,DSL,No,No,Si,Si,Si,Si,Mensual,Si,Cheque enviado por correo,72.9,651.4,2.43
0263-FJTQO,No,Masculino,No,Si,Si,50,Si,Si,DSL,Si,No,No,Si,Si,No,Bienal,Si,Tarjeta de crédito (automático),70.5,3486.65,2.35
0264-CNITK,No,Femenino,No,Si,Si,71,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Transferencia bancaria (automática),20.1,1389.6,0.67
0265-EDXBD,Si,Masculino,Si,Si,No,32,Si,Si,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,74.9,2303.35,2.496666666666667
0265-PSUAE,No,Femenino,No,Si,Si,16,Si,No,Fibra óptica,Si,No,Si,No,Si,Si,Mensual,No,Transferencia bancaria (automática),100.7,1522.7,3.356666666666667
0266-CLZKZ,No,Femenino,No,Si,Si,67,Si,Si,Fibra óptica,No,No,Si,Si,Si,Si,Bienal,Si,Transferencia bancaria (automática),105.65,6717.9,3.521666666666667
0266-GMEAO,No,Masculino,No,Si,Si,72,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Bienal,Si,Tarjeta de crédito (automático),114.3,8058.55,3.81
0268-QKIWO,Si,Femenino,No,No,No,3,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque electrónico,19.75,58.85,0.6583333333333333
0269-XFESX,No,Masculino,No,Si,Si,23,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque enviado por correo,24.35,538.5,0.8116666666666668
0270-THENM,No,Masculino,No,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,No,No,Bienal,No,Transferencia bancaria (automática),69.85,5102.35,2.328333333333333
0274-JKUJR,No,Masculino,No,Si,Si,7,No,Sin servicio de teléfono,DSL,Si,Si,Si,No,Si,Si,Mensual,No,Cheque enviado por correo,58.85,465.7,1.9616666666666667
0277-BKSQP,No,Masculino,No,Si,Si,8,Si,No,DSL,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,54.4,475.1,1.8133333333333332
0277-ORXQS,No,Masculino,No,Si,Si,66,No,Sin servicio de teléfono,DSL,No,No,No,Si,Si,Si,Bienal,No,Transferencia bancaria (automática),50.55,3364.55,1.6849999999999998
0278-YXOOG,Si,Masculino,No,No,No,5,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,21.05,113.85,0.7016666666666667
0280-XJGEX,Si,Masculino,No,No,No,49,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Mensual,Si,Transferencia bancaria (automática),103.7,5036.3,3.4566666666666666
0281-CNTZX,No,Masculino,No,Si,No,63,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Si,Transferencia bancaria (automática),19.95,1234.8,0.6649999999999999
0282-NVSJS,No,Femenino,Si,Si,Si,12,No,Sin servicio de teléfono,DSL,No,No,No,Si,No,No,Mensual,Si,Cheque enviado por correo,29.3,355.9,0.9766666666666667
0285-INHLN,No,Masculino,No,Si,Si,27,Si,No,DSL,Si,Si,No,No,No,No,Mensual,Si,Tarjeta de crédito (automático),54.75,1510.3,1.825
0289-IVARM,No,Femenino,No,No,No,35,Si,No,DSL,Si,Si,Si,No,No,No,Mensual,No,Cheque electrónico,60.55,1982.6,2.018333333333333
0292-WEGCH,No,Femenino,No,Si,Si,54,Si,Si,DSL,No,Si,Si,Si,Si,Si,Mensual,Si,Cheque electrónico,86.2,4524.05,2.8733333333333335
0295-PPHDO,Si,Masculino,No,No,No,1,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,95.45,95.45,3.1816666666666666
0295-QVKPB,No,Masculino,No,No,No,5,Si,No,DSL,No,No,Si,Si,Si,No,Mensual,Si,Tarjeta de crédito (automático),63.95,318.1,2.131666666666667
0297-RBCSG,No,Masculino,No,No,No,19,Si,No,DSL,No,Si,No,Si,No,Si,Anual,Si,Transferencia bancaria (automática),65.35,1231.85,2.1783333333333332
0298-XACET,No,Masculino,No,Si,Si,52,No,Sin servicio de teléfono,DSL,No,Si,Si,Si,Si,No,Bienal,No,Cheque enviado por correo,50.2,2554.0,1.6733333333333333
0301-FIDRB,No,Femenino,No,Si,Si,72,No,Sin servicio de teléfono,DSL,Si,Si,Si,Si,Si,Si,Bienal,Si,Transferencia bancaria (automática),63.8,4684.3,2.1266666666666665
0301-KOBTQ,No,Masculino,No,No,No,32,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Si,Transferencia bancaria (automática),20.05,614.45,0.6683333333333333
0302-JOIVN,Si,Femenino,No,Si,No,8,Si,No,Fibra óptica,No,Si,Si,No,Si,Si,Mensual,No,Cheque electrónico,101.15,842.9,3.371666666666667
0303-UNCIP,No,Masculino,No,No,No,41,Si,Si,DSL,No,No,Si,No,No,Si,Anual,No,Cheque enviado por correo,65.0,2531.8,2.1666666666666665
0303-WMMRN,No,Masculino,No,No,No,5,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque enviado por correo,19.25,86.05,0.6416666666666667
0305-SQECB,No,Femenino,No,No,Si,11,No,Sin servicio de teléfono,DSL,Si,No,No,Si,No,No,Anual,Si,Cheque enviado por correo,36.05,402.6,1.2016666666666667
0306-JAELE,Si,Masculino,No,No,No,5,Si,No,Fibra óptica,No,No,No,Si,Si,Si,Mensual,Si,Cheque electrónico,96.1,453.4,3.203333333333333
0307-BCOPK,No,Femenino,No,No,No,16,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque enviado por correo,19.05,326.65,0.635
0308-GIQJT,No,Masculino,Si,No,No,71,Si,Si,Fibra óptica,No,Si,No,Si,Si,Si,Anual,No,Transferencia bancaria (automática),105.75,7382.85,3.525
0308-IVGOK,No,Femenino,No,No,No,11,No,Sin servicio de teléfono,DSL,No,Si,Si,Si,No,No,Anual,Si,Tarjeta de crédito (automático),40.4,422.6,1.3466666666666667
0310-MVLET,Si,Femenino,No,Si,Si,61,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,99.15,6010.05,3.305
0310-SUCIN,No,Femenino,No,Si,No,71,Si,No,DSL,Si,Si,Si,Si,Si,Si,Anual,Si,Transferencia bancaria (automática),84.8,6046.1,2.8266666666666667
0310-VQXAM,No,Masculino,No,No,No,9,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.85,178.8,0.6616666666666667
0311-QYWSS,No,Femenino,No,No,No,6,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque electrónico,49.45,314.6,1.6483333333333334
0311-UNPFF,Si,Femenino,No,No,No,26,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mensual,Si,Transferencia bancaria (automática),88.8,2274.35,2.96
0314-TKOSI,No,Femenino,No,No,No,6,Si,No,DSL,Si,Si,No,No,No,No,Mensual,No,Cheque enviado por correo,55.15,322.9,1.8383333333333334
0315-LVCRK,No,Masculino,No,No,No,11,Si,No,Fibra óptica,No,No,Si,No,No,Si,Mensual,No,Cheque electrónico,84.8,888.75,2.8266666666666667
0318-QUUOB,Si,Masculino,No,Si,No,1,Si,No,Fibra óptica,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,80.55,80.55,2.685
0318-ZOPWS,No,Femenino,No,Si,No,49,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Si,Transferencia bancaria (automática),20.15,973.35,0.6716666666666666
0319-QZTCO,No,Femenino,No,Si,Si,3,Si,No,DSL,No,Si,No,No,Si,No,Mensual,Si,Tarjeta de crédito (automático),58.7,168.6,1.9566666666666668
0320-DWVTU,No,Femenino,No,No,No,53,Si,No,Fibra óptica,Si,Si,Si,Si,No,Si,Bienal,No,Cheque enviado por correo,99.5,5424.25,3.316666666666667
0320-JDNQG,Si,Masculino,No,Si,Si,23,Si,No,Fibra óptica,Si,No,No,Si,Si,Si,Mensual,Si,Cheque electrónico,99.85,2331.3,3.328333333333333
0322-CHQRU,Si,Masculino,No,No,No,2,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,45.35,89.5,1.5116666666666667
0322-YINQP,Si,Masculino,No,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque enviado por correo,48.55,48.55,1.6183333333333332
0323-XWWTN,No,Masculino,No,No,Si,3,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Si,Cheque enviado por correo,26.4,121.25,0.88
0324-BRPCJ,Si,Femenino,Si,Si,No,68,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,100.2,6851.65,3.3400000000000003
0325-XBFAC,Si,Masculino,No,No,No,8,Si,No,Fibra óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,94.7,740.3,3.1566666666666667
0326-VDYXE,No,Femenino,No,Si,No,70,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Anual,Si,Cheque electrónico,97.65,6982.5,3.2550000000000003
0327-WFZSY,No,Masculino,No,Si,Si,39,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Anual,No,Cheque electrónico,100.0,3835.55,3.3333333333333335
0328-GRPMV,Si,Femenino,No,No,No,1,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,70.1,70.1,2.3366666666666664
0329-GTIAJ,Si,Femenino,No,No,No,3,Si,No,Fibra óptica,No,Si,No,Si,Si,Si,Mensual,Si,Cheque electrónico,97.9,315.3,3.2633333333333336
0330-BGYZE,No,Masculino,No,Si,No,60,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Anual,No,Transferencia bancaria (automática),102.5,6157.6,3.4166666666666665
0330-IVZHA,Si,Femenino,No,Si,No,5,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,No,Cheque electrónico,69.95,330.15,2.3316666666666666
0334-GDDSO,Si,Masculino,Si,No,No,3,Si,Si,Fibra óptica,No,Si,No,No,No,No,Mensual,Si,Cheque electrónico,81.35,233.7,2.7116666666666664
0334-ZFJSR,No,Femenino,No,Si,No,55,Si,Si,DSL,Si,Si,No,Si,No,No,Anual,Si,Tarjeta de crédito (automático),66.05,3462.1,2.2016666666666667
0336-KXKFK,No,Masculino,No,No,No,72,No,Sin servicio de teléfono,DSL,Si,No,Si,Si,Si,Si,Bienal,Si,Tarjeta de crédito (automático),61.2,4390.25,2.04
0336-PIKEI,No,Masculino,Si,Si,No,72,Si,No,DSL,Si,Si,Si,Si,Si,No,Bienal,No,Transferencia bancaria (automática),74.4,5360.75,2.48
0337-CNPZE,Si,Femenino,No,No,No,41,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque electrónico,106.3,4443.45,3.5433333333333334
0343-QLUZP,No,Masculino,No,No,No,60,No,Sin servicio de teléfono,DSL,Si,Si,Si,No,No,No,Bienal,No,Transferencia bancaria (automática),39.6,2424.5,1.32
0345-HKJVM,Si,Femenino,No,No,No,6,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mensual,No,Cheque electrónico,89.3,577.6,2.9766666666666666
0345-XMMUG,No,Femenino,No,Si,No,46,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,Bienal,Si,Tarjeta de crédito (automático),108.9,4854.3,3.6300000000000003
0347-UBKUZ,No,Femenino,No,No,No,15,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.9,320.45,0.6633333333333333
0348-SDKOL,Si,Femenino,No,Si,No,58,Si,Si,Fibra óptica,No,No,Si,Si,Si,Si,Mensual,Si,Tarjeta de crédito (automático),102.1,5885.4,3.4033333333333333
0354-VXMJC,No,Masculino,No,Si,Si,23,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),19.6,426.65,0.6533333333333334
0354-WYROK,Si,Femenino,Si,Si,Si,31,Si,No,Fibra óptica,No,No,Si,Si,Si,Si,Mensual,Si,Cheque electrónico,98.9,2911.3,3.296666666666667
0356-ERHVT,No,Masculino,No,Si,No,11,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria (automática),45.9,521.9,1.53
0356-OBMAC,No,Femenino,Si,No,No,56,Si,Si,Fibra óptica,No,Si,Si,Si,Si,No,Bienal,Si,Transferencia bancaria (automática),99.9,5706.3,3.33
0357-NVCRI,No,Femenino,No,No,Si,25,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito (automático),20.05,471.7,0.6683333333333333
0361-HJRDX,No,Femenino,No,No,No,68,No,Sin servicio de teléfono,DSL,Si,Si,Si,Si,Si,Si,Bienal,No,Tarjeta de crédito (automático),64.35,4539.6,2.145
0362-RAOQO,No,Femenino,No,No,No,40,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),19.65,830.25,0.6549999999999999
0362-ZBZWJ,Si,Masculino,No,No,No,36,Si,Si,Fibra óptica,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,84.9,3067.2,2.83
0363-QJVFX,Si,Masculino,No,No,No,32,Si,Si,Fibra óptica,Si,Si,No,Si,Si,Si,Mensual,Si,Tarjeta de crédito (automático),108.15,3432.9,3.605
0363-SVHYR,No,Masculino,No,Si,Si,71,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Bienal,No,Transferencia bancaria (automática),86.85,6263.8,2.895
0365-BZUWY,No,Masculino,No,Si,No,17,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque electrónico,102.55,1742.5,3.4183333333333334
0365-GXEZS,No,Masculino,No,Si,No,18,Si,No,Fibra óptica,No,No,Si,Si,No,No,Mensual,No,Cheque electrónico,78.2,1468.75,2.606666666666667
0365-TRTPY,No,Femenino,No,No,No,37,Si,Si,Fibra óptica,Si,Si,Si,No,No,No,Mensual,No,Transferencia bancaria (automática),91.2,3382.3,3.04
0366-NQSHS,No,Masculino,No,No,No,2,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.35,46.35,0.645
0369-ZGOVK,No,Femenino,No,Si,Si,28,Si,No,Fibra óptica,No,No,No,No,No,No,Anual,Si,Transferencia bancaria (automática),70.4,1992.2,2.3466666666666667
0373-AIVNJ,No,Masculino,No,No,No,9,No,Sin servicio de teléfono,DSL,Si,Si,Si,No,No,No,Anual,No,Cheque enviado por correo,39.55,373.0,1.3183333333333331
0374-AACSZ,No,Femenino,No,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mensual,No,Cheque electrónico,50.15,50.15,1.6716666666666666
0374-FIUCA,No,Masculino,No,Si,No,65,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Si,Tarjeta de crédito (automático),20.4,1414.45,0.6799999999999999
0374-IOEGQ,No,Femenino,No,No,No,3,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,44.6,122.7,1.4866666666666668
0375-HVGXO,Si,Femenino,No,No,No,1,No,Sin servicio de teléfono,DSL,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,34.7,34.7,1.1566666666666667
0376-OIWME,No,Masculino,No,Si,No,36,Si,No,Fibra óptica,Si,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,93.6,3366.05,3.1199999999999997
0376-YMCJC,Si,Masculino,No,No,No,23,Si,Si,Fibra óptica,No,No,No,Si,Si,No,Mensual,Si,Cheque electrónico,90.6,1943.2,3.02
0377-JBKKT,No,Masculino,No,Si,Si,22,Si,No,DSL,Si,Si,No,Si,No,No,Mensual,Si,Cheque enviado por correo,57.95,1271.8,1.9316666666666669
0378-CJKPV,No,Femenino,No,Si,No,72,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Bienal,No,Tarjeta de crédito (automático),112.1,7965.95,3.7366666666666664
0378-NHQXU,Si,Femenino,No,Si,Si,17,Si,Si,Fibra óptica,No,No,Si,No,Si,No,Mensual,No,Cheque electrónico,88.25,1460.65,2.941666666666667
0378-TOVMS,Si,Femenino,No,No,No,3,Si,No,Fibra óptica,No,No,No,Si,No,Si,Mensual,No,Cheque electrónico,85.8,272.2,2.86
0378-XSZPU,Si,Masculino,No,Si,No,58,Si,No,DSL,Si,Si,Si,No,No,No,Anual,No,Tarjeta de crédito (automático),60.3,3563.8,2.01
0379-DJQHR,No,Masculino,No,Si,Si,67,Si,No,DSL,Si,Si,Si,No,Si,Si,Bienal,No,Tarjeta de crédito (automático),81.35,5398.6,2.7116666666666664
0380-NEAVX,No,Masculino,Si,No,No,34,Si,No,Fibra óptica,No,Si,Si,No,Si,Si,Anual,Si,Cheque electrónico,99.85,3343.15,3.328333333333333
0380-ZCSBI,No,Masculino,No,No,No,10,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito (automático),20.0,198.7,0.6666666666666666
0383-CLDDA,No,Femenino,No,No,No,69,Si,Si,DSL,Si,No,Si,Si,Si,Si,Bienal,Si,Tarjeta de crédito (automático),85.35,5897.4,2.8449999999999998
0384-LPITE,No,Masculino,No,No,No,40,No,Sin servicio de teléfono,DSL,Si,Si,Si,No,Si,Si,Anual,No,Tarjeta de crédito (automático),62.05,2511.55,2.0683333333333334
0384-RVBPI,No,Masculino,No,No,No,20,Si,No,DSL,Si,No,Si,No,No,Si,Mensual,No,Tarjeta de crédito (automático),64.4,1398.6,2.146666666666667
0386-CWRGM,No,Femenino,No,Si,Si,46,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,19.4,967.85,0.6466666666666666
0388-EOPEX,Si,Femenino,No,Si,No,2,Si,No,Fibra óptica,Si,No,No,No,No,No,Mensual,Si,Cheque electrónico,74.4,139.4,2.48
0390-DCFDQ,Si,Femenino,Si,Si,No,1,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque enviado por correo,70.45,70.45,2.3483333333333336
0392-BZIUW,No,Femenino,No,Si,No,72,Si,Si,Fibra óptica,Si,No,Si,No,Si,Si,Bienal,Si,Tarjeta de crédito (automático),105.0,7589.8,3.5
0394-YONDK,No,Masculino,No,Si,Si,70,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),25.15,1790.15,0.8383333333333333
0396-HUJBP,No,Femenino,No,No,No,2,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.3,44.4,0.6433333333333333
0396-UKGAI,No,Masculino,No,No,Si,23,Si,No,DSL,No,Si,No,Si,No,No,Mensual,Si,Transferencia bancaria (automática),55.3,1284.2,1.8433333333333333
0396-YCHWO,No,Masculino,No,Si,No,36,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,95.4,3474.2,3.18
0397-GZBBC,Si,Masculino,Si,Si,No,59,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Mensual,Si,Transferencia bancaria (automática),93.85,5574.75,3.128333333333333
0397-ZXWQF,No,Masculino,No,No,No,67,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Transferencia bancaria (automática),20.5,1430.95,0.6833333333333333
0401-WDBXM,No,Masculino,No,Si,Si,72,Si,Si,Fibra óptica,Si,No,Si,No,Si,Si,Bienal,Si,Transferencia bancaria (automática),105.55,7542.25,3.518333333333333
0402-CQAJN,Si,Femenino,No,No,No,37,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Mensual,Si,Transferencia bancaria (automática),101.9,3545.35,3.396666666666667
0402-OAMEN,No,Femenino,No,Si,Si,72,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Transferencia bancaria (automática),24.45,1709.1,0.815
0404-AHASP,No,Masculino,No,Si,No,72,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),19.7,1421.9,0.6566666666666666
0404-SWRVG,Si,Masculino,No,No,No,3,Si,Si,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,74.4,229.55,2.48
0406-BPDVR,Si,Femenino,Si,Si,No,54,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,Anual,Si,Tarjeta de crédito (automático),101.5,5373.1,3.3833333333333333
